Val,EpisodeID,SceneID,VehicleArrayID,VehicleName,x,y,z,rays,LOS
V,351,0,0,flow290.5,762.05210345295,437.08895096105005,3.2,25,LOS=0
V,351,0,1,flow290.6,760.93714913895,453.02120320455,4.3,25,LOS=0
V,351,0,2,flow290.7,759.6456353992501,471.47641918915,4.3,25,LOS=0
I,351,0,3,flow293.3,807.13429827295,382.26065476869996,4.3,25,LOS=0
I,351,0,4,flow293.4,768.7705849219,413.3749807293,4.3,25,LOS=0
V,351,0,5,flow302.0,758.5832431743,486.65758015414997,1.59,25,LOS=0
I,351,0,6,flow314.0,666.39075977435,670.8896121218,4.3,25,LOS=0
I,351,0,7,flow316.0,820.7377499546,680.43057802555,1.59,25,LOS=0
I,351,0,8,flow318.0,672.4564056458,451.08755857150004,4.3,25,LOS=0
I,351,0,9,flow323.0,837.6688362908001,366.903269411,3.2,25,LOS=0
I,352,0,0,flow290.5,766.1096963832999,416.35627821665,3.2,25,LOS=0
V,352,0,1,flow290.6,761.8874210311001,439.4421970556,4.3,25,LOS=0
V,352,0,2,flow290.7,760.68718410765,456.59310375845,4.3,25,LOS=0
I,352,0,3,flow293.4,797.1431849043499,390.0195621986,4.3,25,LOS=0
V,352,0,4,flow302.0,759.7117004873,470.53237544275,1.59,25,LOS=0
I,352,0,5,flow314.0,681.1244477474,670.7727070846,4.3,25,LOS=0
I,352,0,6,flow318.0,690.8989851254,448.5414011427,4.3,25,LOS=0
I,352,0,7,flow319.0,670.4956431393,451.35825877524996,4.3,25,LOS=0
I,352,0,8,flow321.0,837.5589640614501,366.9885940816,4.3,25,LOS=0
I,352,0,9,flow323.0,824.154479863,377.3982599721,3.2,25,LOS=0
V,353,0,0,flow290.6,762.0840414552499,436.63256965195,4.3,25,LOS=0
V,353,0,1,flow302.0,760.3626246775,461.23092850485,1.59,25,LOS=0
I,353,0,2,flow313.0,676.1997046085,670.8117826562,4.3,25,LOS=0
I,353,0,3,flow316.0,813.21431086045,677.1016332322,1.59,25,LOS=0
I,353,0,4,flow316.1,784.5314673105499,676.9914287203001,4.3,25,LOS=0
I,353,0,5,flow317.0,812.45450213265,680.3987523357,4.3,25,LOS=0
I,353,0,6,flow319.0,685.53951110605,452.61344922105,4.3,25,LOS=0
I,353,0,7,flow320.0,672.65128140315,451.0606542896,4.3,25,LOS=0
I,353,0,8,flow321.0,827.3094790811499,374.9481479603,4.3,25,LOS=0
I,353,0,9,flow323.1,838.53120308395,366.2335718636,1.59,25,LOS=0
I,354,0,0,flow290.5,818.3847258156,373.52378805225,3.2,25,LOS=0
V,354,0,1,flow302.0,760.5609697735,458.39665622965003,1.59,25,LOS=0
I,354,0,2,flow313.1,672.15429367965,670.8438811312,4.3,25,LOS=0
I,354,0,3,flow314.0,743.5233631343,664.3717220938499,4.3,25,LOS=0
I,354,0,4,flow318.0,754.1395696774,417.37330509585,4.3,25,LOS=0
I,354,0,5,flow319.0,715.22367293525,442.12831662555004,4.3,25,LOS=0
I,354,0,6,flow321.0,804.39652726335,392.7419078289,4.3,25,LOS=0
I,354,0,7,flow322.0,836.56297130605,367.76206299390003,4.3,25,LOS=0
I,354,0,8,flow323.0,771.2174780391,421.25051541165,3.2,25,LOS=0
I,354,0,9,flow323.1,819.25592604695,381.20238311599996,1.59,25,LOS=0
V,355,0,0,flow290.7,761.1929639648499,449.36571142085,4.3,25,LOS=0
V,355,0,1,flow302.0,760.5734726029,458.21799578595,1.59,25,LOS=0
I,355,0,2,flow313.1,695.3340313415999,670.6599605745,4.3,25,LOS=0
I,355,0,3,flow315.0,798.6372273223001,680.3456639441999,4.3,25,LOS=0
I,355,0,4,flow318.1,700.2789610528,445.79553546005,4.3,25,LOS=0
I,355,0,5,flow320.0,714.09456100055,442.73980204935003,4.3,25,LOS=0
I,355,0,6,flow320.1,668.63947024535,451.61451947935,3.2,25,LOS=0
I,355,0,7,flow321.1,833.99348740235,365.5717869637,1.59,25,LOS=0
I,355,0,8,flow323.1,787.2311027618,406.0722479812,1.59,25,LOS=0
I,355,0,9,flow323.2,838.05752767595,366.6014191201,4.3,25,LOS=0
V,356,0,0,flow302.0,760.5734726029,458.21799578595,1.59,25,LOS=0
I,356,0,1,flow313.1,732.1424444417501,670.3679027468,4.3,25,LOS=0
I,356,0,2,flow315.0,780.0390780857999,680.2742065953,4.3,25,LOS=0
V,356,0,3,flow316.1,748.0771482226501,636.7854847383,4.3,25,LOS=0
I,356,0,4,flow317.0,762.4707259705,680.2067059074,4.3,25,LOS=0
I,356,0,5,flow318.0,814.1970258418,372.59189863605,4.3,25,LOS=0
I,356,0,6,flow318.1,733.7878086556,428.32441052365,4.3,25,LOS=0
I,356,0,7,flow319.0,746.33844946735,425.27770002094996,4.3,25,LOS=0
V,356,0,8,flow323.0,761.35921300415,494.2328661708,3.2,25,LOS=0
V,356,0,9,flow323.1,764.9761941608,442.54764873595,1.59,25,LOS=0
I,357,0,0,flow312.0,724.15255077965,670.431298878,4.3,25,LOS=0
I,357,0,1,flow313.1,744.3393423063,642.9402810586,4.3,25,LOS=0
I,357,0,2,flow314.1,685.10021377085,670.7411612098499,3.2,25,LOS=0
I,357,0,3,flow314.3,661.81791611115,670.92589553295,1.59,25,LOS=0
V,357,0,4,flow316.1,747.5902685028,596.45773982865,4.3,25,LOS=0
I,357,0,5,flow316.2,784.784774173,676.9924019696,4.3,25,LOS=0
I,357,0,6,flow317.1,808.5355483431999,677.0836566066,4.3,25,LOS=0
V,357,0,7,flow323.0,758.7872809814501,530.98474849115,3.2,25,LOS=1
V,357,0,8,flow323.1,761.7829196712,488.17826697174996,1.59,25,LOS=0
I,357,0,9,flow323.3,833.3701872950501,370.2415179526,4.3,25,LOS=0
V,358,0,0,flow290.7,761.1929639648499,449.36571142085,4.3,25,LOS=0
I,358,0,1,flow312.0,768.5637120060001,670.3299625406,4.3,25,LOS=0
I,358,0,2,flow314.1,719.6622136721501,670.4669276376001,3.2,25,LOS=0
I,358,0,3,flow315.0,731.70770513835,680.2719869664,4.3,25,LOS=0
I,358,0,4,flow315.1,754.3903605261,680.19673949455,4.3,25,LOS=0
V,358,0,5,flow316.1,750.3938787081,556.37103250665,4.3,25,LOS=0
I,358,0,6,flow318.2,674.0618019776,454.19804612605003,3.2,25,LOS=0
I,358,0,7,flow320.2,702.9016487278,445.05121679825004,1.59,25,LOS=0
I,358,0,8,flow323.2,778.49212832745,412.8587682784,4.3,25,LOS=0
I,358,0,9,flow323.3,815.96999951625,383.75417077295003,4.3,25,LOS=0
I,359,0,0,flow314.3,719.49574859585,670.4682484614,1.59,25,LOS=0
V,359,0,1,flow316.0,752.82691245395,676.3549453947,1.59,25,LOS=0
I,359,0,2,flow317.2,816.4411173644,680.4140696101,4.3,25,LOS=0
I,359,0,3,flow318.2,684.0866421085,452.814030338,3.2,25,LOS=0
I,359,0,4,flow319.0,764.169924841,425.57919908035,4.3,25,LOS=0
I,359,0,5,flow320.2,714.02439343815,442.77780221595003,1.59,25,LOS=0
I,359,0,6,flow320.3,697.75487509655,446.59137850035,4.3,25,LOS=0
I,359,0,7,flow322.1,818.84538712625,381.5211997849,3.2,25,LOS=0
V,359,0,8,flow323.0,753.64336391595,604.4892707662,3.2,25,LOS=0
I,359,0,9,flow323.3,786.01449986845,407.01703850449996,4.3,25,LOS=0
V,360,0,0,flow290.6,762.08663500175,436.59550890835,4.3,25,LOS=0
I,360,0,1,flow313.2,673.06066731305,670.83668947335,4.3,25,LOS=0
I,360,0,2,flow316.3,783.4938960419,680.28748061135,1.59,25,LOS=0
I,360,0,3,flow317.1,769.7395920885999,676.9345957432,4.3,25,LOS=0
I,360,0,4,flow317.2,812.97815370415,680.4007642967999,4.3,25,LOS=0
I,360,0,5,flow320.1,735.60333343825,431.09144334725,3.2,25,LOS=0
I,360,0,6,flow320.3,711.42533411545,440.43510283144997,4.3,25,LOS=0
V,360,0,7,flow322.0,761.1458072998,544.53032060245,4.3,25,LOS=1
I,360,0,8,flow322.1,790.8568341818,403.2565743504,3.2,25,LOS=0
V,360,0,9,flow323.1,752.68083072575,618.24348597155,1.59,25,LOS=0
V,361,0,0,flow290.6,762.08663500175,436.59550890835,4.3,25,LOS=0
V,361,0,1,flow313.0,754.9643618151999,491.02114246639997,4.3,25,LOS=0
V,361,0,2,flow314.0,759.93972721095,467.27396455245,4.3,25,LOS=0
I,361,0,3,flow314.4,741.4787880071999,665.0449847007,4.3,25,LOS=0
I,361,0,4,flow314.5,669.53411604505,670.8646710355999,4.3,25,LOS=0
V,361,0,5,flow316.1,758.1026349422,446.1493424926,4.3,25,LOS=0
I,361,0,6,flow318.2,711.4567390572,444.16834922835,3.2,25,LOS=0
I,361,0,7,flow319.1,765.08113558135,426.47479639285,3.2,25,LOS=0
V,361,0,8,flow322.0,758.3385610683,584.64305182035,4.3,25,LOS=0
I,361,0,9,flow323.3,765.78182151445,478.2863303068,4.3,25,LOS=0
V,362,0,0,flow290.6,762.08663500175,436.59550890835,4.3,25,LOS=0
V,362,0,1,flow290.7,761.1929639648499,449.36571142085,4.3,25,LOS=0
V,362,0,2,flow313.0,757.1155064043,460.26354878029997,4.3,25,LOS=0
V,362,0,3,flow313.1,755.4959561231,483.4202764854,4.3,25,LOS=0
V,362,0,4,flow316.0,748.2607247564999,586.87139163915,1.59,25,LOS=0
I,362,0,5,flow316.4,770.83074654505,676.9387881499,4.3,25,LOS=0
V,362,0,6,flow317.0,753.76137615995,555.5601357071,4.3,25,LOS=1
I,362,0,7,flow317.5,820.76748285745,680.4306922645501,1.59,25,LOS=0
V,362,0,8,flow319.0,758.06277890345,541.33759408485,4.3,25,LOS=1
I,362,0,9,flow322.3,769.1236555574501,430.85388581899997,1.59,25,LOS=0
V,363,0,0,flow290.7,761.1929639648499,449.36571142085,4.3,25,LOS=0
V,363,0,1,flow313.1,757.1228991554,460.15784541004996,4.3,25,LOS=0
V,363,0,2,flow314.0,759.9539997847501,467.07001516745,4.3,25,LOS=0
V,363,0,3,flow314.2,754.49717856545,497.70104331845,1.59,25,LOS=0
I,363,0,4,flow314.6,672.63756025065,670.8400466333,4.3,25,LOS=0
I,363,0,5,flow316.4,762.17523266435,676.9055321486001,4.3,25,LOS=0
I,363,0,6,flow318.2,734.2219390389,431.83955565905,3.2,25,LOS=0
V,363,0,7,flow319.0,755.23229392185,581.7840950163,4.3,25,LOS=0
I,363,0,8,flow319.3,683.1612418244,452.9417898421,4.3,25,LOS=0
V,363,0,9,flow322.1,763.91993963605,504.89075371255,3.2,25,LOS=0
I,364,0,0,flow313.3,742.42023052395,666.5945852761499,1.59,25,LOS=0
I,364,0,1,flow314.7,669.93619147905,670.86148075195,3.2,25,LOS=0
I,364,0,2,flow316.1,700.95196344995,456.0183336784,4.3,25,LOS=0
I,364,0,3,flow317.2,764.23309574,676.9134388192,4.3,25,LOS=0
V,364,0,4,flow319.1,758.71890306335,531.9618416547,3.2,25,LOS=1
V,364,0,5,flow320.2,762.4132544644,479.17103430105,1.59,25,LOS=0
I,364,0,6,flow320.3,752.78375971425,422.25439653700005,4.3,25,LOS=0
I,364,0,7,flow320.7,669.0742755234,451.55449085429996,3.2,25,LOS=0
V,364,0,8,flow322.0,754.63367760245,664.8205660189,4.3,25,LOS=0
V,364,0,9,flow323.0,749.60119713735,662.25022107595,3.2,25,LOS=0
V,365,0,0,flow313.3,745.4222679868,627.4563436977501,1.59,25,LOS=0
V,365,0,1,flow314.1,759.18249664125,478.0944872339,3.2,25,LOS=0
V,365,0,2,flow316.0,754.8859015354,492.14298681820003,1.59,25,LOS=0
V,365,0,3,flow317.0,758.15439332705,492.7856733469,4.3,25,LOS=0
I,365,0,4,flow317.5,789.3474737722499,677.0099326611501,1.59,25,LOS=0
I,365,0,5,flow317.6,802.9001599215001,680.3620428784,4.3,25,LOS=0
I,365,0,6,flow320.7,677.9778212527001,450.32527944565,3.2,25,LOS=0
V,365,0,7,flow322.2,760.90584441705,547.9591493638,1.59,25,LOS=0
V,365,0,8,flow323.2,750.7502359783,645.8309145421999,4.3,25,LOS=0
V,365,0,9,flow323.3,753.18859881105,610.98768264855,4.3,25,LOS=0
V,366,0,0,flow290.6,762.08663500175,436.59550890835,4.3,25,LOS=0
V,366,0,1,flow302.0,760.5734726029,458.21799578595,1.59,25,LOS=0
I,366,0,2,flow315.2,807.26288481445,680.378805232,4.3,25,LOS=0
V,366,0,3,flow316.4,746.5470888484,611.3733787470501,4.3,25,LOS=0
V,366,0,4,flow317.2,748.10200898655,636.43023434325,4.3,25,LOS=0
I,366,0,5,flow318.2,786.6407529112,398.17554988660004,3.2,25,LOS=0
V,366,0,6,flow320.0,753.81247408625,602.0727539124,4.3,25,LOS=0
I,366,0,7,flow320.7,689.8598656745,448.68486056015,3.2,25,LOS=0
I,366,0,8,flow320.8,675.1481973177,454.0480598636,4.3,25,LOS=0
V,366,0,9,flow322.2,759.31018397525,570.7595356279501,1.59,25,LOS=0
I,367,0,0,flow313.1,697.1308422728,457.24206011275,4.3,25,LOS=0
V,367,0,1,flow314.3,757.69056666775,499.41357122595,1.59,25,LOS=0
V,367,0,2,flow317.1,756.01871942765,523.30360116555,4.3,25,LOS=1
V,367,0,3,flow317.3,747.7482867978999,641.48478327195,4.3,25,LOS=0
I,367,0,4,flow318.2,824.381793967,368.86657969910004,3.2,25,LOS=0
I,367,0,5,flow318.3,687.92950194725,448.9513639498,4.3,25,LOS=0
V,367,0,6,flow320.1,755.95947514825,571.3929654606,3.2,25,LOS=1
I,367,0,7,flow320.5,743.95064215005,426.57084848975,3.2,25,LOS=0
V,367,0,8,flow322.1,757.64216102675,594.5939094884,3.2,25,LOS=0
V,367,0,9,flow323.2,750.7179851882499,646.29176546325,4.3,25,LOS=0
V,368,0,0,flow314.0,759.9539997847501,467.07001516745,4.3,25,LOS=0
V,368,0,1,flow314.6,751.85663819485,582.7780811759001,4.3,25,LOS=0
V,368,0,2,flow317.5,746.33055661475,661.7435818685,1.59,25,LOS=0
V,368,0,3,flow319.2,762.09815704415,483.6736507027,4.3,25,LOS=0
V,368,0,4,flow320.1,758.60343364285,580.85828856405,3.2,25,LOS=0
I,368,0,5,flow320.5,759.00021850145,420.87371437045,3.2,25,LOS=0
I,368,0,6,flow320.6,728.6273445015499,434.86938193820004,3.2,25,LOS=0
I,368,0,7,flow320.7,714.67022684035,438.67778848355,3.2,25,LOS=0
I,368,0,8,flow320.8,701.9612880934001,448.6087148898,4.3,25,LOS=0
V,368,0,9,flow323.1,750.09851235705,655.14378503075,1.59,25,LOS=0
V,369,0,0,flow313.3,752.66174262,523.94455727595,1.59,25,LOS=0
V,369,0,1,flow314.0,759.9539997847501,467.07001516745,4.3,25,LOS=0
V,369,0,2,flow314.3,757.7915104305,497.97112513635,1.59,25,LOS=0
I,369,0,3,flow315.3,752.88091880965,680.19524779785,4.3,25,LOS=0
V,369,0,4,flow317.0,758.41100179485,489.11884073665,4.3,25,LOS=0
V,369,0,5,flow317.5,748.3223613871,633.28148646675,1.59,25,LOS=0
I,369,0,6,flow317.7,795.1142271048,677.0320895382,4.3,25,LOS=0
I,369,0,7,flow317.8,813.78573349305,677.1038287381,4.3,25,LOS=0
V,369,0,8,flow320.1,757.6147432426501,594.9856821054,3.2,25,LOS=0
I,369,0,9,flow320.7,727.88539173105,431.52094206655,3.2,25,LOS=0
V,370,0,0,flow290.6,762.08663500175,436.59550890835,4.3,25,LOS=0
V,370,0,1,flow314.0,759.9539997847501,467.07001516745,4.3,25,LOS=0
V,370,0,2,flow314.1,759.18249664125,478.0944872339,3.2,25,LOS=0
V,370,0,3,flow314.3,757.7915104305,497.97112513635,1.59,25,LOS=0
V,370,0,4,flow317.5,749.7448094061,612.95527187875,1.59,25,LOS=0
I,370,0,5,flow318.4,711.0020390103,440.66434386485,4.3,25,LOS=0
V,370,0,6,flow319.0,751.61165622155,633.5215630006,4.3,25,LOS=0
V,370,0,7,flow319.1,753.27683046845,609.7268874716,3.2,25,LOS=0
V,370,0,8,flow319.3,764.50867717745,449.22827987330004,4.3,25,LOS=0
I,370,0,9,flow320.8,728.10222735685,435.15376603685,4.3,25,LOS=0
V,371,0,0,flow313.3,753.0155054387001,518.88636960415,1.59,25,LOS=0
V,371,0,1,flow314.6,753.59874949095,557.8840059135,4.3,25,LOS=1
V,371,0,2,flow314.7,751.83699354215,583.0587954235,3.2,25,LOS=0
I,371,0,3,flow315.3,673.382546163,680.7347702759,4.3,25,LOS=0
V,371,0,4,flow316.2,754.8774716317,492.26351965189997,4.3,25,LOS=0
V,371,0,5,flow317.1,756.27976277485,519.5733958982,4.3,25,LOS=0
V,371,0,6,flow317.5,750.6093370392,600.60151697605,1.59,25,LOS=0
V,371,0,7,flow322.2,754.1365782679,644.6851688127,1.59,25,LOS=0
V,371,0,8,flow323.0,749.60119713735,662.25022107595,3.2,25,LOS=0
V,371,0,9,flow323.1,750.09851235705,655.14378503075,1.59,25,LOS=0
V,372,0,0,flow314.4,757.1734338567001,506.80319274299995,4.3,25,LOS=0
V,372,0,1,flow316.3,753.41679647255,513.14861183995,1.59,25,LOS=0
V,372,0,2,flow317.4,751.41157784375,589.13781599965,1.59,25,LOS=0
I,372,0,3,flow318.4,731.02685781895,429.81963977475,4.3,25,LOS=0
V,372,0,4,flow319.2,754.0905394269,598.09931115195,4.3,25,LOS=0
V,372,0,5,flow320.3,756.614830383,609.2734333303499,4.3,25,LOS=0
I,372,0,6,flow320.7,756.7928055979501,420.90994044455,3.2,25,LOS=0
I,372,0,7,flow320.8,743.3481380947001,426.89714248794996,4.3,25,LOS=0
I,372,0,8,flow320.9,732.9069237881,432.5517194696,1.59,25,LOS=0
V,372,0,9,flow322.3,755.5802976514001,624.05586777915,1.59,25,LOS=0
V,373,0,0,flow313.3,753.2047377509,516.1806795261,1.59,25,LOS=0
V,373,0,1,flow314.4,757.1734338567001,506.80319274299995,4.3,25,LOS=0
V,373,0,2,flow316.2,755.547368419,482.68517085045005,4.3,25,LOS=0
V,373,0,3,flow316.3,753.6517373278,509.7893697866,1.59,25,LOS=0
V,373,0,4,flow317.3,752.7050785832,570.6542065817,4.3,25,LOS=1
V,373,0,5,flow317.4,751.43626027405,588.78511391935,1.59,25,LOS=0
V,373,0,6,flow317.8,746.4301336482499,662.71526508255,4.3,25,LOS=0
I,373,0,7,flow320.10,718.34551205535,440.43764357635,4.3,25,LOS=0
V,373,0,8,flow320.5,757.78734883965,592.5193213560001,3.2,25,LOS=0
V,373,0,9,flow320.6,762.16332193705,529.9910576412999,3.2,25,LOS=0
V,374,0,0,flow290.6,762.08803125365,436.57555702585,4.3,25,LOS=0
V,374,0,1,flow313.3,753.9299825204,505.81095168185004,1.59,25,LOS=0
V,374,0,2,flow314.2,758.096275287,446.2402744052,1.59,25,LOS=0
I,374,0,3,flow318.4,783.3545384219001,396.54693538825,4.3,25,LOS=0
V,374,0,4,flow319.0,751.09868698885,640.85168864425,4.3,25,LOS=0
V,374,0,5,flow319.1,753.03046130355,613.2474045282,3.2,25,LOS=0
I,374,0,6,flow320.10,729.85381984845,434.20516807755,4.3,25,LOS=0
V,374,0,7,flow320.3,754.5157758514,639.26681591785,4.3,25,LOS=0
I,374,0,8,flow323.0,739.99136997555,676.3266670744499,3.2,25,LOS=0
V,374,0,9,flow323.1,748.5789437968999,669.6585054510499,1.59,25,LOS=0
V,375,0,0,flow302.0,760.57486880365,458.19804463465,1.59,25,LOS=0
V,375,0,1,flow313.3,754.681591558,495.06426105635,1.59,25,LOS=0
V,375,0,2,flow314.6,753.5987496202,557.884004067,4.3,25,LOS=1
V,375,0,3,flow316.2,757.0944989772,460.56391813355003,4.3,25,LOS=0
V,375,0,4,flow317.4,751.43626027405,588.78511391935,1.59,25,LOS=0
V,375,0,5,flow317.5,751.0909671774,593.71921448775,1.59,25,LOS=0
V,375,0,6,flow317.7,749.57782337345,615.3414356518,4.3,25,LOS=0
V,375,0,7,flow319.1,752.35318807035,622.9253687775999,3.2,25,LOS=0
I,375,0,8,flow319.4,761.71929694885,422.95413797325,4.3,25,LOS=0
V,375,0,9,flow323.3,751.3168733952,637.73389196165,4.3,25,LOS=0
V,376,0,0,flow314.3,757.79290666205,497.95117354455,1.59,25,LOS=0
V,376,0,1,flow314.4,757.1734338567001,506.80319274299995,4.3,25,LOS=0
V,376,0,2,flow316.3,755.5941035332,482.0169407094,1.59,25,LOS=0
V,376,0,3,flow317.3,752.7050785832,570.6542065817,4.3,25,LOS=1
V,376,0,4,flow317.6,750.4714944037501,602.57123323295,4.3,25,LOS=0
V,376,0,5,flow317.8,748.68415233325,628.11163821265,4.3,25,LOS=0
V,376,0,6,flow319.3,753.6621151194499,604.22132355035,4.3,25,LOS=0
V,376,0,7,flow320.4,753.42368060505,654.8717609308501,1.59,25,LOS=0
I,376,0,8,flow323.0,672.4255164789499,677.4421258300499,3.2,25,LOS=0
V,376,0,9,flow323.3,750.27891016595,652.56597232655,4.3,25,LOS=0
V,377,0,0,flow314.0,759.98706713295,466.5974959573,4.3,25,LOS=0
V,377,0,1,flow314.2,758.2472807215,444.0811616142,1.59,25,LOS=0
V,377,0,2,flow317.4,751.43746590955,588.76788586935,1.59,25,LOS=0
V,377,0,3,flow317.7,749.57782337345,615.3414356518,4.3,25,LOS=0
V,377,0,4,flow319.1,750.36586621625,651.3234050656,3.2,25,LOS=0
V,377,0,5,flow319.3,752.7173209054499,617.72205586475,4.3,25,LOS=0
V,377,0,6,flow319.4,760.7071561312,503.5504986935,4.3,25,LOS=0
I,377,0,7,flow319.5,756.21110558765,421.57324535375,4.3,25,LOS=0
V,377,0,8,flow320.7,756.36718542615,612.8120312200999,3.2,25,LOS=0
V,377,0,9,flow320.8,759.6850151872,565.4035738005,4.3,25,LOS=0
V,378,0,0,flow313.2,756.4390801013,469.93525820095,4.3,25,LOS=0
V,378,0,1,flow314.2,758.3022774379,443.29480505444997,1.59,25,LOS=0
V,378,0,2,flow314.5,755.4836332498501,530.94976912875,4.3,25,LOS=1
V,378,0,3,flow317.0,758.5345044896501,487.35403650945,4.3,25,LOS=0
V,378,0,4,flow317.4,751.5197347529,587.59229692555,1.59,25,LOS=0
V,378,0,5,flow317.6,750.5494080511501,601.4578783022,4.3,25,LOS=0
I,378,0,6,flow319.0,676.81840193275,677.4072703045,4.3,25,LOS=0
V,378,0,7,flow319.1,749.1108856634501,665.9627693426,3.2,25,LOS=0
V,378,0,8,flow319.2,750.4657042732,649.8967590707,4.3,25,LOS=0
V,378,0,9,flow320.10,765.13746838455,487.49348984265,4.3,25,LOS=0
V,379,0,0,flow313.2,756.5239204617,468.7221898894,4.3,25,LOS=0
V,379,0,1,flow314.0,760.6924610501501,456.5176983554,4.3,25,LOS=0
V,379,0,2,flow314.3,758.1272452751,493.17360817625,1.59,25,LOS=0
V,379,0,3,flow314.4,757.4215601146,503.25756752815,4.3,25,LOS=0
V,379,0,4,flow316.3,755.88830015365,477.81044517145,1.59,25,LOS=0
V,379,0,5,flow317.0,758.85885408115,482.7192102737,4.3,25,LOS=0
V,379,0,6,flow317.6,750.6322773767499,600.27370870605,4.3,25,LOS=0
I,379,0,7,flow319.1,728.36400466715,676.9982796555,3.2,25,LOS=0
V,379,0,8,flow320.6,757.05143505315,669.63105491435,3.2,25,LOS=0
V,379,0,9,flow320.8,754.9771685249,632.6739776801501,4.3,25,LOS=0
I,380,0,0,flow290.6,807.7239862271499,381.802714389,4.3,25,LOS=0
V,380,0,1,flow314.4,757.7910003847501,497.97841348659995,4.3,25,LOS=0
V,380,0,2,flow316.3,756.1500262348,474.0682213795,1.59,25,LOS=0
V,380,0,3,flow316.4,755.0146822706,490.3016482361,4.3,25,LOS=0
V,380,0,4,flow317.2,754.8013377284999,540.69949987125,4.3,25,LOS=1
V,380,0,5,flow317.7,749.8185805180999,611.90111212485,4.3,25,LOS=0
V,380,0,6,flow317.8,748.92209957465,624.7114670813,4.3,25,LOS=0
V,380,0,7,flow319.3,749.6372152265001,661.1955978768001,4.3,25,LOS=0
V,380,0,8,flow319.5,758.4206456368499,536.2238212659,4.3,25,LOS=0
V,380,0,9,flow320.10,759.9923018623999,561.01275561255,4.3,25,LOS=1
V,381,0,0,flow313.3,756.1713650429,473.7631138604,1.59,25,LOS=0
V,381,0,1,flow314.0,761.84008207705,440.11865181945,4.3,25,LOS=0
V,381,0,2,flow314.4,758.25687930515,491.32118961475,4.3,25,LOS=0
V,381,0,3,flow317.3,753.14075889965,564.42850871,4.3,25,LOS=1
V,381,0,4,flow317.6,750.79783906425,597.90789825715,4.3,25,LOS=0
V,381,0,5,flow317.8,749.00480097645,623.52969705045,4.3,25,LOS=0
I,381,0,6,flow319.2,690.55764303615,677.2982557458,4.3,25,LOS=0
V,381,0,7,flow320.10,757.418854527,597.7847352533499,4.3,25,LOS=0
I,381,0,8,flow320.7,785.3182026193499,670.39433622995,3.2,25,LOS=0
V,381,0,9,flow320.9,753.64562463785,651.70040345185,1.59,25,LOS=0
I,382,0,0,flow302.0,787.0763845735,397.83724667490003,1.59,25,LOS=0
V,382,0,1,flow313.2,758.5510209536,439.7382091723,4.3,25,LOS=0
V,382,0,2,flow314.5,756.72133049635,513.2635693584,4.3,25,LOS=1
V,382,0,3,flow314.6,754.5695736512,544.0113160542,4.3,25,LOS=1
I,382,0,4,flow316.0,716.7774718823,448.79477493095,1.59,25,LOS=0
I,382,0,5,flow316.2,747.8988086679,431.9346584037,4.3,25,LOS=0
V,382,0,6,flow317.0,760.7751404400001,455.33624286615,4.3,25,LOS=0
V,382,0,7,flow317.5,751.57738139325,586.76854943825,1.59,25,LOS=0
V,382,0,8,flow317.6,750.8985662110499,596.4685475220999,4.3,25,LOS=0
V,382,0,9,flow320.9,753.0289365518499,667.28519020975,1.59,25,LOS=0
I,383,0,0,flow314.1,763.85998554345,422.04412603775,3.2,25,LOS=0
V,383,0,1,flow314.3,760.8183215304,454.71920231485,1.59,25,LOS=0
V,383,0,2,flow314.4,759.8670210723501,468.31290626035,4.3,25,LOS=0
V,383,0,3,flow317.0,761.7565559147499,441.31220734855,4.3,25,LOS=0
V,383,0,4,flow317.1,758.6770900015999,485.31654644030004,4.3,25,LOS=0
V,383,0,5,flow317.6,751.2048601848501,592.09172885775,4.3,25,LOS=0
V,383,0,6,flow317.7,750.2019447617499,606.422990058,4.3,25,LOS=0
I,383,0,7,flow319.4,721.882651696,677.0497062102,4.3,25,LOS=0
V,383,0,8,flow320.10,753.3503609858,655.91942470525,4.3,25,LOS=0
I,383,0,9,flow341.0,811.09835859965,677.0935033728,4.3,25,LOS=0
V,384,0,0,flow314.3,761.9053083144,439.18659491525,1.59,25,LOS=0
V,384,0,1,flow314.4,760.9016884575001,453.52792219275,4.3,25,LOS=0
V,384,0,2,flow316.3,749.1218711864001,431.27205908400003,1.59,25,LOS=0
V,384,0,3,flow317.3,754.881326055,539.5564986033,4.3,25,LOS=1
V,384,0,4,flow317.7,750.6556858179499,599.93921142225,4.3,25,LOS=0
V,384,0,5,flow317.8,749.6066392324001,614.9296685262,4.3,25,LOS=0
V,384,0,6,flow319.5,748.15178334065,668.03075164155,4.3,25,LOS=0
I,384,0,7,flow340.1,816.6513904492,680.4148775161,4.3,25,LOS=0
I,384,0,8,flow341.0,788.7169780792001,677.0075101862001,4.3,25,LOS=0
I,384,0,9,flow346.0,812.4558929451,386.4831586824,1.59,25,LOS=0
I,385,0,0,flow313.2,675.57689656555,460.64727279675003,4.3,25,LOS=0
I,385,0,1,flow314.1,820.6114354979,371.7945679283,3.2,25,LOS=0
I,385,0,2,flow314.3,764.0560437464501,420.3160265491,1.59,25,LOS=0
V,385,0,3,flow314.4,761.8381350894499,440.14647349560005,4.3,25,LOS=0
I,385,0,4,flow316.4,758.508162276,433.5017136371,4.3,25,LOS=0
